Name,Latitude,Longitude,,
EVERGREEN SECONDARY SCHOOL,1.4412,103.7945,,
CHIJ KATONG CONVENT,1.3063,103.9169,,
EDGEFIELD SECONDARY SCHOOL,1.401,103.9026,,
GAN ENG SENG SCHOOL,1.2898,103.823,,
GEYLANG METHODIST SCHOOL (SECONDARY),1.3185,103.8822,,
ST. GABRIEL'S SECONDARY SCHOOL,1.3475,103.8751,,
JURONG SECONDARY SCHOOL,1.331,103.7248,,
BUKIT BATOK SECONDARY SCHOOL,1.3477,103.7411,,
HUA YI SECONDARY SCHOOL,1.3531,103.7217,,
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1.3342,103.9418,,
HAI SING CATHOLIC SCHOOL,1.3739,103.9549,,
MAYFLOWER SECONDARY SCHOOL,1.3689,103.8349,,
WEST SPRING SECONDARY SCHOOL,1.3872,103.7599,,
AHMAD IBRAHIM SECONDARY SCHOOL,1.4367,103.8296,,
PEI HWA SECONDARY SCHOOL,1.3907,103.8771,,
PASIR RIS SECONDARY SCHOOL,1.3548,103.9477,,
PASIR RIS CREST SECONDARY SCHOOL,1.3735,103.9597,,
UNITY SECONDARY SCHOOL,1.3991,103.7458,,
DEYI SECONDARY SCHOOL,1.3671,103.8528,,
BEDOK VIEW SECONDARY SCHOOL,1.3248,103.9444,,
CHUA CHU KANG SECONDARY SCHOOL,1.3829,103.7519,,
QUEENSWAY SECONDARY SCHOOL,1.3011,103.8021,,
WOODLANDS RING SECONDARY SCHOOL,1.4368,103.7999,,
BEATTY SECONDARY SCHOOL,1.3424,103.8516,,
YUAN CHING SECONDARY SCHOOL,1.3405,103.7198,,
HILLGROVE SECONDARY SCHOOL,1.3528,103.7535,,
COMPASSVALE SECONDARY SCHOOL,1.3962,103.8995,,
PEIRCE SECONDARY SCHOOL,1.3656,103.8306,,
ZHENGHUA SECONDARY SCHOOL,1.388,103.7647,,
NORTH VISTA SECONDARY SCHOOL,1.3809,103.8995,,
ORCHID PARK SECONDARY SCHOOL,1.4149,103.8378,,
BEDOK SOUTH SECONDARY SCHOOL,1.326,103.9504,,
BUKIT VIEW SECONDARY SCHOOL,1.3465,103.7527,,
MERIDIAN SECONDARY SCHOOL,1.3684,103.9491,,
WESTWOOD SECONDARY SCHOOL,1.3542,103.7026,,
WOODGROVE SECONDARY SCHOOL,1.4289,103.7958,,
KENT RIDGE SECONDARY SCHOOL,1.3015,103.7658,,
MONTFORT SECONDARY SCHOOL,1.3749,103.8884,,
GREENDALE SECONDARY SCHOOL,1.3966,103.9114,,
JURONGVILLE SECONDARY SCHOOL,1.3512,103.7299,,
CHRIST CHURCH SECONDARY SCHOOL,1.426,103.7931,,
YISHUN SECONDARY SCHOOL,1.4272,103.8295,,
NEW TOWN SECONDARY SCHOOL,1.309,103.7734,,
TAMPINES SECONDARY SCHOOL,1.3489,103.9454,,
GREENRIDGE SECONDARY SCHOOL,1.3823,103.773,,
JURONG WEST SECONDARY SCHOOL,1.336,103.7016,,
CANBERRA SECONDARY SCHOOL,1.4535,103.8153,,
JUYING SECONDARY SCHOOL,1.3396,103.6875,,
SENG KANG SECONDARY SCHOOL,1.3871,103.898,,
ADMIRALTY SECONDARY SCHOOL,1.4467,103.803,,
NAVAL BASE SECONDARY SCHOOL,1.4187,103.8313,,
TECK WHYE SECONDARY SCHOOL,1.3835,103.7548,,
REGENT SECONDARY SCHOOL,1.3925,103.75,,
HOUGANG SECONDARY SCHOOL,1.3779,103.8816,,
BUKIT MERAH SECONDARY SCHOOL,1.2867,103.8135,,
GUANGYANG SECONDARY SCHOOL,1.3453,103.8508,,
OUTRAM SECONDARY SCHOOL,1.2863,103.8377,,
SERANGOON GARDEN SECONDARY SCHOOL,1.37,103.8696,,
SPRINGFIELD SECONDARY SCHOOL,1.3494,103.9295,,
ASSUMPTION ENGLISH SCHOOL,1.3692,103.7647,,
BARTLEY SECONDARY SCHOOL,1.3395,103.883,,
BEDOK GREEN SECONDARY SCHOOL,1.3346,103.9337,,
BENDEMEER SECONDARY SCHOOL,1.3245,103.8615,,
BOON LAY SECONDARY SCHOOL,1.3437,103.7022,,
BROADRICK SECONDARY SCHOOL,1.3068,103.887,,
CHANGKAT CHANGI SECONDARY SCHOOL,1.341,103.9522,,
DAMAI SECONDARY SCHOOL,1.3372,103.9275,,
DUNEARN SECONDARY SCHOOL,1.3637,103.7454,,
EAST SPRING SECONDARY SCHOOL,1.3558,103.9603,,
EAST VIEW SECONDARY SCHOOL,1.3582,103.9502,,
FAJAR SECONDARY SCHOOL,1.3751,103.7648,,
FUCHUN SECONDARY SCHOOL,1.43,103.777,,
HONG KAH SECONDARY SCHOOL,1.3518,103.7262,,
JUNYUAN SECONDARY SCHOOL,1.3525,103.9332,,
LOYANG VIEW SECONDARY SCHOOL,1.3673,103.9565,,
MANJUSRI SECONDARY SCHOOL,1.327,103.9014,,
MARSILING SECONDARY SCHOOL,1.4373,103.7775,,
NORTHBROOKS SECONDARY SCHOOL,1.4222,103.8448,,
NORTHLAND SECONDARY SCHOOL,1.4358,103.8398,,
PEICAI SECONDARY SCHOOL,1.3574,103.8705,,
PING YI SECONDARY SCHOOL,1.328,103.9202,,
PUNGGOL SECONDARY SCHOOL,1.4031,103.9096,,
QUEENSTOWN SECONDARY SCHOOL,1.2932,103.8134,,
SEMBAWANG SECONDARY SCHOOL,1.445,103.8162,,
SERANGOON SECONDARY SCHOOL,1.374,103.9017,,
SHUQUN SECONDARY SCHOOL,1.3395,103.7403,,
TANGLIN SECONDARY SCHOOL,1.3086,103.7579,,
WHITLEY SECONDARY SCHOOL,1.3559,103.8432,,
WOODLANDS SECONDARY SCHOOL,1.4395,103.7749,,
YIO CHU KANG SECONDARY SCHOOL,1.3773,103.8421,,
YUHUA SECONDARY SCHOOL,1.3477,103.7232,,
YUSOF ISHAK SECONDARY SCHOOL,1.3429,103.7609,,
YUYING SECONDARY SCHOOL,1.3571,103.8898,,
ASSUMPTION PATHWAY SCHOOL,1.3709,103.7665,,
CREST SECONDARY SCHOOL,1.3426,103.7427,,
NORTHLIGHT SCHOOL,1.3100463,103.8293981,,
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,1.3076,103.7693,,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1.313,103.7746,,
"SCHOOL OF THE ARTS, SINGAPORE",1.2994,103.8485,,
SINGAPORE SPORTS SCHOOL,1.4269,103.7896,,
SPECTRA SECONDARY SCHOOL,1.4357,103.8044,,
Lot 1 SIngapore,1.3851131,103.744937,,
100 AM,1.275055,103.843498,,
313@Somerset,1.3008856,103.8383582,,
Aperia,1.3103487,103.8641309,,
Balestier Hill Shopping Centre,1.3256664,103.8426297,,
Bugis Cube,1.2981505,103.8555636,,
Bugis Junction,1.2996154,103.8551659,,
Bugis+,1.2997181,103.8541392,,
Capitol Piazza,1.2930831,103.8513602,,
Cathay Cineleisure Orchard,1.3015932,103.8362912,,
Clarke Quay Central,1.2889622,103.8467906,,
The Centrepoint,1.3021282,103.8397604,,
City Square Mall,1.3111877,103.8566675,,
City Gate Mall,1.3022965,103.8622714,,
CityLink Mall,1.2913085,103.8551998,,
Duo,1.2994615,103.8583875,,
Far East Plaza,1.3071164,103.8337814,,
Great World City,1.2936057,103.832007,,
HDB Hub,1.3323801,103.8480517,,
Holland Village Shopping Mall,1.3104547,103.7954048,,
ION Orchard,1.3039937,103.8319701,,
Junction 8,1.3505028,103.8485932,,
Knightsbridge[1],1.3030644,103.8361853,,
Liang Court,1.2915874,103.8447075,,
Liat Towers,1.3051925,103.8305905,,
Lucky Plaza,1.3045456,103.8339449,,
Marina Bay Sands,1.2833965,103.8607526,,
The Shoppes at Marina Bay Sands,1.2841228,103.8595527,,
Marina Bay Financial Centre Tower 3,1.2790221,103.8544967,,
Marina Bay Link Mall,1.2795701,103.8543286,,
Marina One,1.2776331,103.8531473,,
Marina Square,1.2913547,103.8577149,,
Millenia Walk,1.2928582,103.8597114,,
Mustafa Shopping Centre,1.3098352,103.8554123,,
Ngee Ann City,1.3025572,103.834568,,
Orchard Central,1.3010037,103.8396357,,
Orchard Gateway,1.300979,103.8388955,,
Orchard Plaza,1.301674,103.8380766,,
Orchard Midpoint,1.3017325,103.8386541,,
Orchard Shopping Centre,1.3015019,103.8378442,,
Palais Renaissance,1.3066471,103.8295288,,
Paragon Shopping Centre,1.3038699,103.8357982,,
People's Park Centre Singapore,1.2858386,103.8438927,,
People's Park Complex,1.2841977,103.8425488,,
Plaza Singapura,1.3007882,103.8447839,,
PoMo,1.3001917,103.84922,,
Raffles City,1.2937585,103.8534331,,
Scotts Square,1.3059045,103.8329648,,
Serangoon Plaza,1.3165046,103.8591509,,
Shaw House and Centre,1.3055124,103.8317552,,
Sim Lim Square,1.3030433,103.8529208,,
Singapore Shopping Centre,1.2980956,103.8441599,,
The South Beach,1.2946948,103.8555754,,
Square 2,1.3206655,103.8442408,,
Suntec City,1.2941429,103.8578406,,
Tanglin Mall,1.3050606,103.8238701,,
Tangs Singapore,1.3047576,103.8328487,,
Tanjong Pagar Centre,1.2770321,103.8458774,,
Tekka Centre,1.306251,103.850654,,
The Poiz [2],1.3310579,103.8673334,,
Thomson Plaza,1.3548791,103.8308644,,
"United Square, The Kids Learning Mall",1.3171888,103.843551,,
Velocity novena square,1.3198822,103.8439452,,
Wheelock Place,1.3047149,103.8303499,,
Wisma Atria,1.3038568,103.8330558,,
Zhongshan Mall,1.327052,103.8464843,,
White Sands mall singapore,1.3724166,103.9496584,,
Downtown East,1.3776353,103.9546963,,
Century Square,1.3524291,103.9438202,,
Tampines 1,1.3542124,103.9450353,,
Tampines Mall,1.3524854,103.944707,,
Our Tampines Hub,1.3529604,103.9403451,,
Changi Airport,1.3644202,103.9915308,,
Changi City Point,1.3341597,103.9628536,,
Djitsun Mall Bedok,1.3262683,103.929638,,
Eastpoint Mall Simei,1.3427145,103.9530415,,
Bedok Mall,1.3247613,103.9293808,,
Bedok Point,1.3249063,103.9323644,,
Paya Lebar Square,1.3243504,103.8907773,,
Singapore Post Centre,1.3190065,103.8943833,,
KINEX (formerly One KM Mall),1.3123508,103.894188,,
112 Katong,1.3052181,103.9049799,,
Parkway Parade,1.3013366,103.9052333,,
City Plaza Singapore,1.3151992,103.8933011,,
Katong Square,1.3048699,103.904572,,
Katong V,1.3036204,103.9029678,,
Kallang Wave Mall,1.3032422,103.8728744,,
Leisure Park Kallang,1.3022164,103.8764421,,
East Village Mall Singapore,1.3318464,103.9463496,,
Elias Mall,1.3776651,103.9414407,,
Loyang Point,1.3669051,103.9645099,,
The Flow East Coast,1.305003,103.904021,,
888 Plaza,1.4376881,103.7956825,,
AMK Hub,1.3693166,103.8483057,,
Causeway Point,1.4359844,103.7860127,,
Broadway Plaza Singapore,1.3719492,103.8459995,,
Djitsun Mall,1.3728179,103.8476889,,
Jubilee Square Singapore,1.3718089,103.8478431,,
Junction 9,1.4330982,103.8415615,,
Marsiling Mall,1.4335013,103.7798825,,
Northpoint City,1.4283501,103.8360866,,
Sembawang Shopping Centre,1.4419459,103.8250936,,
Sun Plaza Mall Singapore,1.4481739,103.8195961,,
Wisteria Mall,1.4182663,103.8412212,,
Woodlands Mart,1.4455199,103.7981642,,
Waterway Point,1.4066226,103.9021813,,
Compass One,1.3924343,103.8954118,,
Hougang Mall,1.3726364,103.8938091,,
Heartland Mall Singapore,1.359557,103.8852924,,
NEX Mall Serangoon,1.3503968,103.8726158,,
Greenwich V,1.3872553,103.8696856,,
Hougang 1,1.3758282,103.8794088,,
Hougang Green Shopping Mall,1.3792668,103.8878925,,
myVillage @ Serangoon,1.3651442,103.8652299,,
Oasis Terraces,1.402703,103.9128106,,
Punggol Plaza,1.394228,103.913016,,
Rivervale Mall,1.3919537,103.9047236,,
Rivervale Plaza,1.3872989,103.9045675,,
The Seletar Mall,1.3913691,103.8760842,,
The Midtown Singapore,1.3704582,103.8951744,,
Upper Serangoon Shopping Centre,1.3539479,103.8787221,,
Beauty World Centre,1.3423154,103.7765395,,
Beauty World Plaza,1.3423154,103.7765395,,
Bukit Panjang Plaza,1.3797399,103.764399,,
Bukit Timah Plaza,1.3386346,103.7785322,,
Fajar Shopping Centre,1.383944,103.7705923,,
Greenridge Shopping Centre,1.3852314,103.7664398,,
Hillion Mall,1.3785184,103.7633978,,
HillV2 Mall Singapore,1.3634128,103.764468,,
Junction 10 Mall Singapore,1.3804555,103.7600795,,
Limbang Shopping Centre,1.3920153,103.7431286,,
Lot One,1.3851131,103.744937,,
Rail Mall,1.3597675,103.7675945,,
Sunshine Place Choa Chu Kang,1.3779709,103.7389999,,
Teck Whye Shopping Centre,1.3800721,103.7524357,,
West Mall Bukit Batok,1.3501199,103.7492141,,
Yew Tee Point,1.39716,103.7468352,,
Yew Tee Shopping Centre,1.39716,103.7468352,,
Yew Tee Square,1.3979655,103.7469379,,
Keat Hong Shopping Centre,1.3774405,103.744394,,
KKH The Retail Mall,1.310638,103.8467669,,
VivoCity,1.2644794,103.8222866,,
HarbourFront Centre Singapore,1.2644517,103.8202661,,
Alexandra Retail Centre,1.2739814,103.8014294,,
321 Clementi,1.3119974,103.7650012,,
The Clementi Mall,1.31486,103.7642185,,
IMM Jurong,1.3348154,103.7468395,,
JCube,1.3331392,103.7403581,,
Jem Mall Jurong East,1.3332858,103.7433959,,
Westgate Mall Jurong East,1.3345157,103.7427902,,
Jurong Point,1.3399326,103.7061039,,
Pioneer Mall,1.3417845,103.6973257,,
The Star Vista,1.3067634,103.7884236,,
Tiong Bahru Plaza,1.2863269,103.8272785,,
Alexandra Central,1.2873346,103.8050545,,
Anchorpoint,1.2887273,103.80518,,
Big Box Jurong East,1.3318167,103.7447506,,
OD Mall,1.3390387,103.7930044,,
Boon Lay Shopping Centre,1.346134,103.7124683,,
Grantral Mall,1.3142926,103.7651327,,
Fairprice Hub,1.3271898,103.678719,,
Gek Poh Shopping Centre,1.3488852,103.6976313,,
Rochester Mall,1.3056024,103.788206,,
Taman Jurong Shopping Centre,1.3347767,103.7208215,,
West Coast Plaza,1.3036372,103.7658891,,
Queensway Shopping Centre,1.2873975,103.803114,,
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,1.402303006,103.9012624,,
SHENG SIONG SUPERMARKET PTE LTD,1.314239371,103.870914,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.373321217,103.8863655,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.332958727,103.9149418,,
YES SUPERMARKET PTE LTD,1.353453156,103.9530099,,
SUZYAMEER FROZEN PTE. LTD.,1.352262313,103.9535865,,
G8 MART PTE. LTD.,1.365384216,103.852967,,
SHENG SIONG SUPERMARKET PTE LTD,1.367549248,103.8367406,,
PRIME SUPERMARKET (1996) PTE LTD,1.353702969,103.8906808,,
SHENG SIONG SUPERMARKET PTE LTD,1.370188604,103.8434132,,
KAI SOON SUPERMARKET PTE. LTD.,1.42213865,103.8328827,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.323250401,103.7672601,,
THE FISHWIVES PTE. LTD.,1.322573176,103.8142455,,
PRIME SUPERMARKET LIMITED,1.334292414,103.8787462,,
ABEDIN TRADING PTE. LTD.,1.314206549,103.8866998,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.302221781,103.8761527,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.320211016,103.8436568,,
SONG FISH DEALER PTE LTD,1.378349714,103.7627412,,
SHENG SIONG SUPERMARKET PTE LTD,1.307785101,103.857011,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.304843445,103.8238528,,
BLUEWATER SEAFOOD PTE. LTD.,1.303445974,103.8093817,,
WONS BUTCHERY PTE. LTD.,1.305709706,103.8244638,,
LITTLE FARMS PTE. LTD.,1.310643503,103.7952462,,
B & S MINI MART PTE. LTD.,1.312451045,103.8796223,,
"CHEE MIN KUAN, SIMON",1.303733734,103.8964982,,
JSJ CORPORATION PTE. LTD.,1.318452011,103.9858694,,
U STARS PTE. LTD.,1.37860238,103.9419782,,
AJMAL TRADING GROUP PTE. LTD.,1.322108363,103.7274807,,
MURUGAN TRADERS PTE LTD,1.324919804,103.7050997,,
SHENG SIONG SUPERMARKET PTE LTD,1.355723076,103.7393031,,
SHENG SIONG SUPERMARKET PTE LTD,1.446804132,103.8054876,,
AJMAL TRADING GROUP PTE. LTD.,1.461525548,103.809439,,
SHENG SIONG SUPERMARKET PTE LTD,1.420155503,103.8435589,,
PHAN NEE TRADING LLP,1.444341295,103.8390302,,
HAO MART PTE. LTD.,1.399904204,103.9193528,,
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.402878451,103.9131957,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.372645695,103.8538907,,
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,1.274588224,103.8434707,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.309822274,103.9022325,,
SHENG SIONG SUPERMARKET PTE LTD,1.402621965,103.9165196,,
VIVA CORP SERVICES PTE. LTD.,1.337338624,103.9037351,,
SWISS BUTCHERY (2013) PRIVATE LIMITED,1.331761099,103.8065869,,
ROSWELL ENTERPRISE PTE LTD,1.331832408,103.8064924,,
T S J INDUSTRIAL (S) PTE. LTD.,1.336830974,103.7543414,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.301191315,103.9051136,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.314692141,103.8944805,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.303582691,103.7652845,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.306848827,103.7882145,,
FOODIE MARKET PLACE PTE. LTD.,1.283450773,103.8353713,,
MUSTAFA HOLDINGS PTE LTD,1.309752747,103.8557016,,
SUPERNATURE PTE LTD,1.306195799,103.828509,,
HUBER'S PTE. LTD.,1.306792407,103.8101858,,
MEAT THE BUTCHER PTE. LTD.,1.32437351,103.8093579,,
YEO KENG GUAN,1.316618983,103.7789473,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.331491472,103.8068093,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.435760801,103.8367239,,
CHD @ SOON LEE PTE. LTD.,1.332122901,103.6990703,,
SHENG SIONG SUPERMARKET PTE LTD,1.325468084,103.7252215,,
MD SYDUR RAHMAN,1.295013686,103.6267293,,
7SEVEN PTE. LTD.,1.456059726,103.7864369,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.299294067,103.7874041,,
SHENG SIONG SUPERMARKET PTE LTD,1.448864021,103.8323929,,
U STARS PTE. LTD.,1.440629922,103.8061981,,
SHENG SIONG SUPERMARKET PTE LTD,1.391587041,103.8798725,,
BHANDARI INTERNATIONAL PTE. LTD.,1.451325053,103.7910952,,
SHENG SIONG SUPERMARKET PTE LTD,1.433512534,103.7797469,,
WAN SIEW YOONG,1.281800625,103.8429082,,
HAO MART PTE. LTD.,1.328211695,103.8598126,,
MCP FAIRMART PTE LTD,1.359259407,103.7506946,,
HAO MART PTE. LTD.,1.277848769,103.8308115,,
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,1.300838916,103.8394347,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.318675759,103.8925506,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.288614691,103.80501,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.429698482,103.8357765,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.359496638,103.8850799,,
SHENG SIONG SUPERMARKET PTE LTD,1.302464092,103.763751,,
PRIME SUPERMARKET LIMITED,1.308365268,103.8609128,,
PRIME SUPERMARKET LIMITED,1.348732841,103.9340102,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.349224188,103.9349125,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.436007838,103.7856887,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.430840066,103.7934163,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.350675514,103.8718616,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.300142483,103.855787,,
NAWAS GLOBAL PTE. LTD.,1.271642263,103.6335123,,
SADIA MINIMART PTE LTD,1.408529966,103.7594062,,
MEIDI-YA SINGAPORE CO (PTE) LTD,1.291514786,103.8445863,,
IROHA INTERNATIONAL PTE. LTD.,1.300747562,103.8450476,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.292259589,103.842561,,
LITTLE FARMS PTE. LTD.,1.293017861,103.8269408,,
SHENG SIONG SUPERMARKET PTE LTD,1.322136363,103.7382928,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.331775817,103.9462012,,
RAW MARKET PTE. LTD.,1.375588308,103.9608397,,
THE BUTCHER (SINGAPORE) PTE. LTD.,1.311921956,103.796844,,
HAO MART PTE. LTD.,1.433595142,103.8396854,,
SEOUL BUTCHERY PTE. LTD.,1.342074963,103.7746328,,
V SURESH KUMAR,1.459828174,103.8200734,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.338994622,103.7931338,,
HAO MART PTE. LTD.,1.313175097,103.8836467,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.303723224,103.8352403,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.27737236,103.8528448,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.300747562,103.8450476,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.293802361,103.8317579,,
POPULAR SUPERMARKET PTE LTD,1.270309784,103.6341639,,
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,1.270309784,103.6341639,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.247758619,103.8419211,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.319436175,103.8273459,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.385295562,103.7661705,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.349622344,103.8498817,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.331661834,103.850483,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.360323317,103.953126,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.348371048,103.9481289,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.392197774,103.9044716,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.384932017,103.901558,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.354669019,103.8309198,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.332965494,103.8470504,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.323976884,103.9106897,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.357222824,103.8437853,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.379767536,103.9362076,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.315539647,103.8987649,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.307827372,103.8847639,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.354370738,103.9851696,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.321189796,103.9032663,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.350675514,103.8718616,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.33233468,103.9380513,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.314149968,103.8885449,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.334325154,103.9623893,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.334919774,103.9636539,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.324772079,103.9292677,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.32424555,103.9415687,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.355190944,103.988751,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.303850308,103.9028504,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.332535908,103.8670368,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.303843278,103.8727507,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.342706189,103.9530245,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.33177055,103.8792945,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.318869412,103.8947314,,
JMD RETAIL PTE. LTD.,1.304164472,103.896327,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.281122279,103.8100313,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.26389582,103.8215893,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.304763573,103.7816972,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.380030578,103.7531184,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.339315039,103.705351,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.3973019,103.7465581,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.397128857,103.7473297,,
LAMIAH ENTERPRISE PTE. LTD.,1.311467847,103.6303401,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.314853226,103.7642482,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.27338253,103.8089348,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.27367658,103.801127,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.333268182,103.7401767,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.314278609,103.7713506,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.348333349,103.7243073,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.311885961,103.7590809,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.292774327,103.784084,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.347701478,103.7570446,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.333200217,103.7431704,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.366506981,103.7468471,,
SHINVA AGRO FOODS PTE. LTD.,1.311002403,103.6315723,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.324606651,103.6780964,,
SHINVA AGRO FOODS PTE. LTD.,1.300911466,103.6277889,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.392073879,103.7430996,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.320520272,103.7426515,,
PHAN NEE INVESTMENTS (S) PTE LTD,1.371932805,103.7208574,,
THE QUALITYMART DEPOT PTE. LTD.,1.282201364,103.8030238,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.348133785,103.6854185,,
SHENG SIONG SUPERMARKET PTE LTD,1.353038247,103.7439484,,
HONESTBEE PTE. LTD.,1.276045195,103.7971873,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.286463457,103.8269351,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.283119503,103.8176429,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.325126533,103.8510556,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.28977814,103.8267938,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.27624053,103.8430061,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.380542441,103.763994,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.44822653,103.8194621,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.432626029,103.7740512,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.437556564,103.7951364,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.424528481,103.8465956,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.429194683,103.7811369,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.429525221,103.8349951,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.416983156,103.8352182,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.385096015,103.7602184,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.411035981,103.8440399,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.323835127,103.8099996,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.312482993,103.7654768,,
